Main_Info,Extra_Info,Description,Properties
"BMW X5,3.0 L,2004 il,298 452 km","ŞəhərBakıMarkaBMWModelX5Buraxılış ili2004Ban növüOffroader / SUV, 5 qapıRəngQaraMühərrik3.0 L / 231 a.g. / BenzinYürüş298 452 kmSürətlər qutusuAvtomatÖtürücüTamYeniXeyrYerlərin sayı5Sahiblər0VəziyyətiVuruğu yoxdur, rənglənməyibHansı bazar üçün yığılıbAvropa - Davamını oxuBMW X5 E 53 M 54 Qosa vanus bilener bilir nece matorduMawin Zavod Resdalin 4.8 Modeldi Cox seliqelidiKasmetqasi ela vezyededirVuruqdan udardan soz gede bilmezPeredoku teze ydirmiwamRulavoy (selvatroni) yeni dacikle su kimiRazdatka super vezyetdeKaropqa sqorus deyiwmeyi hec bilinmirMator yag yemir her wey oz qaydasindaDesbe ses sitem zavod apraturaRulun elekdiron qalxib yenmesiAvto pilot multu ru her biri iwlekMemre paket yadawli otracaq rulSideniye qizdiran kandisanerPec her biri iwlek  vezyetdedirBaqaj pilsas rejim iwlekArxa stolar orginal diyod zavod ledBaqaj zavod jaluzu sedkasi her biri varBilener bilir cox x5 de qalmayib tapilmirCox wey yazmaq olar bir sozle ozune idial 3 Mator  X5Axdaran buyursun ( bow bekar wexsler narahat etmesin - Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiDəri salonKsenon lampalarYan pərdələr - Düzəliş etElanı silElanın nömrəsi: 9025072",BMW X5 E 53 M 54 Qosa vanus bilener bilir nece matorduMawin Zavod Resdalin 4.8 Modeldi Cox seliqelidiKasmetqasi ela vezyededirVuruqdan udardan soz gede bilmezPeredoku teze ydirmiwamRulavoy (selvatroni) yeni dacikle su kimiRazdatka super vezyetdeKaropqa sqorus deyiwmeyi hec bilinmirMator yag yemir her wey oz qaydasindaDesbe ses sitem zavod apraturaRulun elekdiron qalxib yenmesiAvto pilot multu ru her biri iwlekMemre paket yadawli otracaq rulSideniye qizdiran kandisanerPec her biri iwlek  vezyetdedirBaqaj pilsas rejim iwlekArxa stolar orginal diyod zavod ledBaqaj zavod jaluzu sedkasi her biri varBilener bilir cox x5 de qalmayib tapilmirCox wey yazmaq olar bir sozle ozune idial 3 Mator  X5Axdaran buyursun ( bow bekar wexsler narahat etmesin,Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiDəri salonKsenon lampalarYan pərdələr,17 600 AZN
"CFMOTO UFORCE 600,600 sm3,2024 il,yeni","ŞəhərBakıMarkaCFMOTOModelUFORCE 600Buraxılış ili2024Ban növüKvadrosiklRəngAçıq yaşılMühərrik600 sm3/ 45 a.g. / BenzinYürüş0 kmSürətlər qutusuAvtomatÖtürücüTamYeniBəliVəziyyətiVuruğu yoxdur, rənglənməyibHansı bazar üçün yığılıbRəsmi diler - Davamını oxuCFMOTO UFORCE 600 - 22.500AZN50% ilkin ödəniş etməklə 6/12 ay hissəvi ödənişlə əldə edə bilərsiz.Qiymətə 18% ƏDV daxildir. Köçürmə yolu ilədə ödəniş qəbul olunur.________________________________________________💳 Mağazamızda kartlı ödəniş və Bir Kart, Tam kart ilə hissəli ödəniş keçərlidir.Yeni modelləri haqqında məlumat almaq üçün Azərbaycanda rəsmi distributor CFMOTO internet səhifəsinə baxa bilərsiniz və yaxud salonumuza yaxınlaşa bilərsiniz.📍Ünvan:Bakı ş., Xətai r., M.Hadi 2372Hər gün 10:00-19:00Salonumuzda görüşənədək!________________________________________________ - Düzəliş etElanı silElanın nömrəsi: 9400879","CFMOTO UFORCE 600 - 22.500AZN50% ilkin ödəniş etməklə 6/12 ay hissəvi ödənişlə əldə edə bilərsiz.Qiymətə 18% ƏDV daxildir. Köçürmə yolu ilədə ödəniş qəbul olunur.________________________________________________💳 Mağazamızda kartlı ödəniş və Bir Kart, Tam kart ilə hissəli ödəniş keçərlidir.Yeni modelləri haqqında məlumat almaq üçün Azərbaycanda rəsmi distributor CFMOTO internet səhifəsinə baxa bilərsiniz və yaxud salonumuza yaxınlaşa bilərsiniz.📍Ünvan:Bakı ş., Xətai r., M.Hadi 2372Hər gün 10:00-19:00Salonumuzda görüşənədək!________________________________________________",,22 500 AZN
"BYD Sea Lion 05,1.5 L,2025 il,yeni","ŞəhərBakıMarkaBYDModelSea Lion 05Buraxılış ili2025Ban növüSedanRəngAğMühərrik1.5 L / 190 a.g. / Plug-in HibridYürüş0 kmSürətlər qutusuReduktorÖtürücüÖnYeniBəliYerlərin sayı5VəziyyətiVuruğu yoxdur, rənglənməyibHansı bazar üçün yığılıbÇin - Davamını oxuSeal 052025 ci il - Yüngül lehimli disklərABSMərkəzi qapanmaPark radarıKondisionerDəri salonKsenon lampalarArxa görüntü kamerasıYan pərdələr - Düzəliş etElanı silElanın nömrəsi: 9482362",Seal 052025 ci il,Yüngül lehimli disklərABSMərkəzi qapanmaPark radarıKondisionerDəri salonKsenon lampalarArxa görüntü kamerasıYan pərdələr,23 000 AZN
"Ford Escort (North America),1.5 L,2017 il,155 139 km","ŞəhərBakıMarkaFordModelEscort (North America)Buraxılış ili2017Ban növüSedanRəngYaş AsfaltMühərrik1.5 L / 181 a.g. / BenzinYürüş155 139 kmSürətlər qutusuAvtomatÖtürücüÖnYeniXeyrYerlərin sayı5Sahiblər1VəziyyətiVuruğu yoxdur, rənglənməyibHansı bazar üçün yığılıbAmerika - Davamını oxuAvtomabil olkeye yeni getrilib yungul zedeyle hec birablem yoxdu sidenlen avto servisde yoxlanla biler mator karofka xadvoy ideyal veziyyetdedir tekerler yendi Real alciya endirim olunacag - Yüngül lehimli disklərABSYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiDəri salonKsenon lampalarArxa görüntü kamerasıYan pərdələrOturacaqların ventilyasiyası - Düzəliş etElanı silElanın nömrəsi: 9410509",Avtomabil olkeye yeni getrilib yungul zedeyle hec birablem yoxdu sidenlen avto servisde yoxlanla biler mator karofka xadvoy ideyal veziyyetdedir tekerler yendi Real alciya endirim olunacag,Yüngül lehimli disklərABSYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiDəri salonKsenon lampalarArxa görüntü kamerasıYan pərdələrOturacaqların ventilyasiyası,20 500 AZN
"Opel Astra,1.6 L,1998 il,233 877 km","ŞəhərBakıMarkaOpelModelAstraBuraxılış ili1998Ban növüUniversal, 5 qapıRəngMaviMühərrik1.6 L / 75 a.g. / BenzinYürüş233 877 kmSürətlər qutusuMexanikiÖtürücüÖnYeniXeyrYerlərin sayı5VəziyyətiVuruğu yoxdur, rənglənməyibHansı bazar üçün yığılıbAvropa - Davamını oxuMaşın yaxşı vəziyyətdədir. - Yüngül lehimli disklərABSMərkəzi qapanmaKondisioner - Düzəliş etElanı silElanın nömrəsi: 9486719",Maşın yaxşı vəziyyətdədir.,Yüngül lehimli disklərABSMərkəzi qapanmaKondisioner,7 800 AZN
"Mercedes E 270,2.7 L,2000 il,348 000 km","ŞəhərBakıMarkaMercedesModelE 270Buraxılış ili2000Ban növüSedanRəngGümüşüMühərrik2.7 L / 170 a.g. / DizelYürüş348 000 kmSürətlər qutusuAvtomatÖtürücüArxaYeniXeyrVəziyyətiVuruğu yoxdur, rənglənməyib - Davamını oxusalam mator karopka peredok kuza idyal vezyetde solon cox seliqeli sitinde ne cat ne ciriq hec bir sey yoxdu bir tek kaputunda ciziqlar var oz masinimdi 4 ildir mendedi kreditlede komeklik ederem catmayan hisesini - Yüngül lehimli disklərABSYağış sensoruMərkəzi qapanmaKondisioner - Düzəliş etElanı silElanın nömrəsi: 9428328",salam mator karopka peredok kuza idyal vezyetde solon cox seliqeli sitinde ne cat ne ciriq hec bir sey yoxdu bir tek kaputunda ciziqlar var oz masinimdi 4 ildir mendedi kreditlede komeklik ederem catmayan hisesini,Yüngül lehimli disklərABSYağış sensoruMərkəzi qapanmaKondisioner,17 900 AZN
"Changan Uni-Z,1.5 L,2025 il,yeni","ŞəhərBakıMarkaChanganModelUni-ZBuraxılış ili2025Ban növüOffroader / SUV, 5 qapıRəngYaş AsfaltMühərrik1.5 L / 215 a.g. / Dizel-HibridYürüş0 kmSürətlər qutusuVariatorÖtürücüÖnYeniBəliSahiblər1VəziyyətiVuruğu yoxdur, rənglənməyib - Davamını oxu2025 buraxilis,2025 texpasportMasin yeni gelibGomruk ve Qayi xercleri odenilib,sigortalanibR20 disklerSarj aleti hediyye olunur!Changan Uni Z 125 KMMüharrik: 1.5L, 215 a.g. (FWD)Batareya (kWh): 18.4Süratlar qutusu: E-CVTFirlanma ani (N.M.) : 330Süratlanme, 0-100 san. : 7,4Maksimum sürat, km/s : 180Yanacaq sarfiyyati (L) : 5.15Yanacaq çani (L) : 51Yük bölümün hecmi (L): 638Olcüler (mm) : 4730/1890/1680Takar bazasi (mm) : 2795Umumi kütla (kq) : 1720 - Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiDəri salonKsenon lampalarArxa görüntü kamerasıYan pərdələrOturacaqların ventilyasiyası - Düzəliş etElanı silElanın nömrəsi: 9484002","2025 buraxilis,2025 texpasportMasin yeni gelibGomruk ve Qayi xercleri odenilib,sigortalanibR20 disklerSarj aleti hediyye olunur!Changan Uni Z 125 KMMüharrik: 1.5L, 215 a.g. (FWD)Batareya (kWh): 18.4Süratlar qutusu: E-CVTFirlanma ani (N.M.) : 330Süratlanme, 0-100 san. : 7,4Maksimum sürat, km/s : 180Yanacaq sarfiyyati (L) : 5.15Yanacaq çani (L) : 51Yük bölümün hecmi (L): 638Olcüler (mm) : 4730/1890/1680Takar bazasi (mm) : 2795Umumi kütla (kq) : 1720",Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiDəri salonKsenon lampalarArxa görüntü kamerasıYan pərdələrOturacaqların ventilyasiyası,20 500 USD
"Lexus GS 250,2.5 L,2014 il,204 000 km","ŞəhərBakıMarkaLexusModelGS 250Buraxılış ili2014Ban növüSedanRəngAğMühərrik2.5 L / 209 a.g. / BenzinYürüş204 000 kmSürətlər qutusuAvtomatÖtürücüÖnYeniXeyrYerlərin sayı5Sahiblər1VəziyyətiVuruğu yoxdur, rənglənməyibHansı bazar üçün yığılıbDigər - Davamını oxuLexus servisdən alınıb.FULL komplektasiya.Maşın ideal vəziyyətdədir, heç bir problemi yoxdur, xərc tələb etmir.Təkərlər təzədir.Orijinal probeq.İstənilən yerdə yoxlada bilərsiniz.Barter mümkündür yalnız avtomobil ilə.Kredit və lizinq mümkündür.Tiptronik, START STOP, monitor, arxa kamera, klimat kontrol, kruiz, multi sükan, yağış və işıq sensoru, 10 yastıq, 4 şüşə qaldıran, avtomatik qatlanan yan güzgülər, yaddaşlı oturacaqlar,Head Up Display, keyless-go. - Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıOturacaqların isidilməsiDəri salonKsenon lampalarArxa görüntü kamerasıOturacaqların ventilyasiyası - Düzəliş etElanı silElanın nömrəsi: 9141520","Lexus servisdən alınıb.FULL komplektasiya.Maşın ideal vəziyyətdədir, heç bir problemi yoxdur, xərc tələb etmir.Təkərlər təzədir.Orijinal probeq.İstənilən yerdə yoxlada bilərsiniz.Barter mümkündür yalnız avtomobil ilə.Kredit və lizinq mümkündür.Tiptronik, START STOP, monitor, arxa kamera, klimat kontrol, kruiz, multi sükan, yağış və işıq sensoru, 10 yastıq, 4 şüşə qaldıran, avtomatik qatlanan yan güzgülər, yaddaşlı oturacaqlar,Head Up Display, keyless-go.",Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıOturacaqların isidilməsiDəri salonKsenon lampalarArxa görüntü kamerasıOturacaqların ventilyasiyası,32 800 AZN
"MAN 19.414,12 L,1999 il,688 000 km","ŞəhərBakıMarkaMANModel19.414Buraxılış ili1999Ban növüDartqıRəngAğMühərrik12 L / 460 a.g. / DizelYürüş688 000 kmSürətlər qutusuMexanikiÖtürücüArxaYeniXeyrYerlərin sayı2Sahiblər2VəziyyətiVuruğu yoxdur, rənglənib - Davamını oxu19.5 takar olan 3 tonnug avto kran. - Düzəliş etElanı silElanın nömrəsi: 9464888",19.5 takar olan 3 tonnug avto kran.,,31 000 AZN
"LADA (VAZ) Niva,1.7 L,2025 il,650 km","ŞəhərBakıMarkaLADA (VAZ)ModelNivaBuraxılış ili2025Ban növüOffroader / SUV, 3 qapıRəngQaraMühərrik1.7 L / 83 a.g. / BenzinYürüş650 kmSürətlər qutusuMexanikiÖtürücüTamYeniXeyrYerlərin sayı4VəziyyətiVuruğu yoxdur, rənglənməyibHansı bazar üçün yığılıbRusiya - Davamını oxuMashin 1 ay qabaq alinib , surulmur , butun yaglama olunub pasa curuye qarshi , krepeshka olunub , palirovka ve 2 qat keramika olunub ( ceramic pro 9 h ). Mashin nomresiz satilir , nomre qalsa elave pul sayilacaq . - ABSKondisionerOturacaqların isidilməsi - Düzəliş etElanı silElanın nömrəsi: 9476056","Mashin 1 ay qabaq alinib , surulmur , butun yaglama olunub pasa curuye qarshi , krepeshka olunub , palirovka ve 2 qat keramika olunub ( ceramic pro 9 h ). Mashin nomresiz satilir , nomre qalsa elave pul sayilacaq .",ABSKondisionerOturacaqların isidilməsi,20 500 AZN
"Toyota Corolla Cross,2.0 L,2024 il,yeni","ŞəhərBakıMarkaToyotaModelCorolla CrossBuraxılış ili2024Ban növüOffroader / SUV, 5 qapıRəngYaş AsfaltMühərrik2.0 L / 197 a.g. / HibridYürüş0 kmSürətlər qutusuVariatorÖtürücüÖnYeniBəliYerlərin sayı5VəziyyətiVuruğu yoxdur, rənglənməyibHansı bazar üçün yığılıbÇin - Davamını oxuBarter Mumkındır! - Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiKsenon lampalar - Düzəliş etElanı silElanın nömrəsi: 9281634",Barter Mumkındır!,Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiKsenon lampalar,40 000 AZN
"Ford Transit,2.4 L,2006 il,286 350 km","ŞəhərCəlilabadMarkaFordModelTransitBuraxılış ili2006Ban növüYük maşınıRəngAğMühərrik2.4 L / 140 a.g. / DizelYürüş286 350 kmSürətlər qutusuMexanikiÖtürücüArxaYeniXeyrYerlərin sayı3VəziyyətiVuruğu yoxdur, rənglənməyib - ABSKondisionerArxa görüntü kamerası - Düzəliş etElanı silElanın nömrəsi: 9486722",,ABSKondisionerArxa görüntü kamerası,29 000 AZN
"Mercedes E 250,2.2 L,2014 il,220 000 km","ŞəhərBakıMarkaMercedesModelE 250Buraxılış ili2014Ban növüSedanRəngBozMühərrik2.2 L / 136 a.g. / DizelYürüş220 000 kmSürətlər qutusuAvtomatÖtürücüArxaYeniXeyrVəziyyətiVuruğu yoxdur, rənglənməyib - Davamını oxuMaşın ideal vəziyyətdədir.Təzə təkərlər qoyulub.Original probeq. - Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiDəri salonKsenon lampalarArxa görüntü kamerasıYan pərdələrOturacaqların ventilyasiyası - Düzəliş etElanı silElanın nömrəsi: 9426065",Maşın ideal vəziyyətdədir.Təzə təkərlər qoyulub.Original probeq.,Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiDəri salonKsenon lampalarArxa görüntü kamerasıYan pərdələrOturacaqların ventilyasiyası,25 300 AZN
"Volkswagen Caravelle,2.0 L,2012 il,124 400 km","ŞəhərBakıMarkaVolkswagenModelCaravelleBuraxılış ili2012Ban növüMinivanRəngQaraMühərrik2.0 L / 180 a.g. / DizelYürüş124 400 kmSürətlər qutusuAvtomatÖtürücüÖnYeniXeyrYerlərin sayı7Sahiblər1VəziyyətiVuruğu yoxdur, rənglənməyibHansı bazar üçün yığılıbAvropa - Davamını oxuVİP salon.FULL komplektasiya.Orijinal probeq.Maşın ideal vəziyyətdədir, heç bir problemi yoxdur, xərc tələb etmir.Təkərlər təzədir.İstənilən yerdə yoxlada bilərsiniz.Barter mümkündür yalnız avtomobil ilə.Kredit və lizinq mümkündür. - Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiDəri salonKsenon lampalarArxa görüntü kamerasıYan pərdələr - Düzəliş etElanı silElanın nömrəsi: 9002823","VİP salon.FULL komplektasiya.Orijinal probeq.Maşın ideal vəziyyətdədir, heç bir problemi yoxdur, xərc tələb etmir.Təkərlər təzədir.İstənilən yerdə yoxlada bilərsiniz.Barter mümkündür yalnız avtomobil ilə.Kredit və lizinq mümkündür.",Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiDəri salonKsenon lampalarArxa görüntü kamerasıYan pərdələr,29 800 AZN
"Chevrolet Malibu,1.5 L,2020 il,79 000 km","ŞəhərBakıMarkaChevroletModelMalibuBuraxılış ili2020Ban növüSedanRəngQaraMühərrik1.5 L / 160 a.g. / BenzinYürüş79 000 kmSürətlər qutusuAvtomatÖtürücüÖnYeniXeyrVəziyyətiVuruğu yoxdur, rənglənməyibHansı bazar üçün yığılıbAmerika - Davamını oxuChevrolet malibu LT 2020Avtomobil olkeye teze gelib.Olkede surulmeyibAvtomobil aksionnan bufer ve fara zedesi ile alinib.Konkret olaraq vuruqdan udardan detal deyisikliyinnen soz bele gede bilmezXadavoy sistemi ideal veziyyetdedirSalon teze avtomobil salonunnan secilmirKuzada hec bir xosa gelmez batiq cızıq kimi hallar movcud deyil.Sizi avtomobilin gostericileri ile tanıs edim:Qara parca salonMulti sukanBoyuk manitorKlima kontrol kondisionerElektron el eyleciArxa goruntu kamerasiCar playDiot led stoplarKeyless go sistemiStart/StopMuherriki kenardan ise salmaAvtomatik sonub xodlanmaBir sozle ideal veziyyetdedir - Yüngül lehimli disklərABSYağış sensoruMərkəzi qapanmaKondisionerOturacaqların isidilməsiKsenon lampalarArxa görüntü kamerasıYan pərdələr - Düzəliş etElanı silElanın nömrəsi: 9414130",Chevrolet malibu LT 2020Avtomobil olkeye teze gelib.Olkede surulmeyibAvtomobil aksionnan bufer ve fara zedesi ile alinib.Konkret olaraq vuruqdan udardan detal deyisikliyinnen soz bele gede bilmezXadavoy sistemi ideal veziyyetdedirSalon teze avtomobil salonunnan secilmirKuzada hec bir xosa gelmez batiq cızıq kimi hallar movcud deyil.Sizi avtomobilin gostericileri ile tanıs edim:Qara parca salonMulti sukanBoyuk manitorKlima kontrol kondisionerElektron el eyleciArxa goruntu kamerasiCar playDiot led stoplarKeyless go sistemiStart/StopMuherriki kenardan ise salmaAvtomatik sonub xodlanmaBir sozle ideal veziyyetdedir,Yüngül lehimli disklərABSYağış sensoruMərkəzi qapanmaKondisionerOturacaqların isidilməsiKsenon lampalarArxa görüntü kamerasıYan pərdələr,22 000 AZN
"BMW 528,2.0 L,2015 il,33 800 km","ŞəhərBakıMarkaBMWModel528Buraxılış ili2015Ban növüSedanRəngAğMühərrik2.0 L / 245 a.g. / BenzinYürüş33 800 kmSürətlər qutusuAvtomatÖtürücüArxaYeniXeyrVəziyyətiVuruğu yoxdur, rənglənməyib - Davamını oxuBMW 528iModel: BMW 528i xdriveİl: 2015/11Rəng: AğYürüş: Cəmi original  21,000 millMühərrik: 2.0 Turbo – 245 at gücüYanacaq növü: BenzinKuzov: SedanÖtürücü: AvtomatTəklif etdiyim BMW 528i — öz sinifində həm komfortu, həm də performansı ilə seçilən avtomobildir. Avtomobil çox az sürülüb, original 33800 km yürüşlə. Heç bir texniki və ya kosmetik problemi yoxdur.Ağ rəngi ilə həm klassik, həm də eleqant görünüşə sahibdir. Rahat sürüş, güclü turbo mühərrik və BMW-nin premium hissiyatı bu maşında bir aradadır.Yeni avtomobildən seçilmir!Led faralar originaldirNömrəsiz satılır!Barter yalniz e34 540 - Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiDəri salonKsenon lampalarArxa görüntü kamerasıYan pərdələrOturacaqların ventilyasiyası - Düzəliş etElanı silElanın nömrəsi: 9392658","BMW 528iModel: BMW 528i xdriveİl: 2015/11Rəng: AğYürüş: Cəmi original  21,000 millMühərrik: 2.0 Turbo – 245 at gücüYanacaq növü: BenzinKuzov: SedanÖtürücü: AvtomatTəklif etdiyim BMW 528i — öz sinifində həm komfortu, həm də performansı ilə seçilən avtomobildir. Avtomobil çox az sürülüb, original 33800 km yürüşlə. Heç bir texniki və ya kosmetik problemi yoxdur.Ağ rəngi ilə həm klassik, həm də eleqant görünüşə sahibdir. Rahat sürüş, güclü turbo mühərrik və BMW-nin premium hissiyatı bu maşında bir aradadır.Yeni avtomobildən seçilmir!Led faralar originaldirNömrəsiz satılır!Barter yalniz e34 540",Yüngül lehimli disklərABSLyukYağış sensoruMərkəzi qapanmaPark radarıKondisionerOturacaqların isidilməsiDəri salonKsenon lampalarArxa görüntü kamerasıYan pərdələrOturacaqların ventilyasiyası,32 500 AZN
